Data;Ora;μg/m3
29/05/2016;09.02.52;0,46
29/05/2016;09.03.52;0,50
29/05/2016;09.04.52;0,53
29/05/2016;09.05.52;0,49
29/05/2016;09.06.52;0,45
29/05/2016;09.07.52;0,40
29/05/2016;09.08.52;0,37
29/05/2016;09.09.52;0,52
29/05/2016;09.10.52;0,49
29/05/2016;09.11.52;0,63
29/05/2016;09.12.52;0,56
29/05/2016;09.13.52;0,61
29/05/2016;09.14.52;0,48
29/05/2016;09.15.52;0,55
29/05/2016;09.16.52;0,55
29/05/2016;09.17.52;0,47
29/05/2016;09.18.52;0,55
29/05/2016;09.19.52;0,40
29/05/2016;09.20.52;0,62
29/05/2016;09.21.52;0,44
29/05/2016;09.22.52;0,47
29/05/2016;09.23.52;0,47
29/05/2016;09.24.52;0,51
29/05/2016;09.25.52;0,50
29/05/2016;09.26.53;0,54
29/05/2016;09.27.52;0,41
29/05/2016;09.28.52;0,49
29/05/2016;09.29.52;0,49
29/05/2016;09.30.52;0,45
29/05/2016;09.32.06;0,46
29/05/2016;09.32.52;0,54
29/05/2016;09.33.52;0,48
29/05/2016;09.34.52;0,44
29/05/2016;09.35.52;0,57
29/05/2016;09.36.52;0,58
29/05/2016;09.37.52;0,47
29/05/2016;09.38.52;0,48
29/05/2016;09.39.52;0,50
29/05/2016;09.40.52;0,43
29/05/2016;09.41.52;0,51
29/05/2016;09.42.52;0,44
29/05/2016;09.43.52;0,58
29/05/2016;09.44.52;0,49
29/05/2016;09.45.52;0,52
29/05/2016;09.46.52;0,49
29/05/2016;09.47.52;0,43
29/05/2016;09.48.52;0,46
29/05/2016;09.49.52;0,43
29/05/2016;09.50.52;0,50
29/05/2016;09.51.52;0,55
29/05/2016;09.52.52;0,41
29/05/2016;09.53.52;0,54
29/05/2016;09.54.52;0,49
29/05/2016;09.55.52;0,50
29/05/2016;09.56.52;0,53
29/05/2016;09.57.52;0,55
29/05/2016;09.58.52;0,52
29/05/2016;09.59.52;0,41
29/05/2016;10.00.52;0,41
29/05/2016;10.01.52;0,42
29/05/2016;10.02.52;0,48
29/05/2016;10.03.52;0,49
29/05/2016;10.04.52;0,49
29/05/2016;10.05.53;0,44
29/05/2016;10.06.52;0,54
29/05/2016;10.07.52;0,49
29/05/2016;10.08.52;0,44
29/05/2016;10.09.52;0,54
29/05/2016;10.10.52;0,45
29/05/2016;10.11.52;0,59
29/05/2016;10.12.52;0,54
29/05/2016;10.13.52;0,69
29/05/2016;10.14.52;0,66
29/05/2016;10.15.52;0,51
29/05/2016;10.16.52;0,64
29/05/2016;10.17.52;0,66
29/05/2016;10.18.52;0,66
29/05/2016;10.19.52;0,52
29/05/2016;10.20.52;0,66
29/05/2016;10.21.52;0,50
29/05/2016;10.22.52;0,61
29/05/2016;10.23.52;0,73
29/05/2016;10.24.52;0,69
29/05/2016;10.25.53;0,69
29/05/2016;10.26.52;0,60
29/05/2016;10.27.52;0,64
29/05/2016;10.28.52;0,58
29/05/2016;10.29.52;0,53
29/05/2016;10.30.52;0,50
29/05/2016;10.31.52;0,53
29/05/2016;10.32.52;0,59
29/05/2016;10.33.52;0,46
29/05/2016;10.34.53;0,53
29/05/2016;10.35.52;0,68
29/05/2016;10.36.52;0,59
29/05/2016;10.37.53;0,54
29/05/2016;10.38.52;0,55
29/05/2016;10.39.52;0,44
29/05/2016;10.40.52;0,53
29/05/2016;10.41.52;0,48
29/05/2016;10.42.52;0,59
29/05/2016;10.43.52;0,47
29/05/2016;10.44.52;0,52
29/05/2016;10.45.53;0,59
29/05/2016;10.46.52;0,58
29/05/2016;10.47.52;0,47
29/05/2016;10.48.52;0,60
29/05/2016;10.49.52;0,64
29/05/2016;10.50.52;0,50
29/05/2016;10.51.52;0,52
29/05/2016;10.52.52;0,51
29/05/2016;10.53.53;0,53
29/05/2016;10.54.52;0,59
29/05/2016;10.55.52;0,59
29/05/2016;10.56.52;0,52
29/05/2016;10.57.52;0,55
29/05/2016;10.58.52;0,52
29/05/2016;10.59.52;0,59
29/05/2016;11.00.52;0,49
29/05/2016;11.01.52;0,52
29/05/2016;11.02.52;0,42
29/05/2016;11.03.53;0,47
29/05/2016;11.04.52;0,50
29/05/2016;11.05.52;0,55
29/05/2016;11.06.52;0,41
29/05/2016;11.07.53;0,43
29/05/2016;11.08.52;0,52
29/05/2016;11.09.53;0,50
29/05/2016;11.10.52;0,47
29/05/2016;11.11.52;0,53
29/05/2016;11.12.52;0,52
29/05/2016;11.13.52;0,44
29/05/2016;11.14.52;0,54
29/05/2016;11.15.53;0,62
29/05/2016;11.16.52;0,58
29/05/2016;11.17.52;0,59
29/05/2016;11.18.53;0,52
29/05/2016;11.19.52;0,46
29/05/2016;11.20.52;0,46
29/05/2016;11.21.52;0,67
29/05/2016;11.22.52;0,51
29/05/2016;11.23.52;0,61
29/05/2016;11.24.52;0,53
29/05/2016;11.25.52;0,41
29/05/2016;11.26.52;0,56
29/05/2016;11.27.52;0,44
29/05/2016;11.28.52;0,54
29/05/2016;11.29.53;0,49
29/05/2016;11.30.52;0,53
29/05/2016;11.31.52;0,62
29/05/2016;11.32.52;0,51
29/05/2016;11.33.52;0,48
29/05/2016;11.34.52;0,54
29/05/2016;11.35.52;0,60
29/05/2016;11.36.52;0,60
29/05/2016;11.37.52;0,53
29/05/2016;11.38.52;0,53
29/05/2016;11.39.52;0,54
29/05/2016;11.40.52;0,66
29/05/2016;11.41.52;0,60
29/05/2016;11.42.52;0,60
29/05/2016;11.43.52;0,63
29/05/2016;11.44.53;0,50
29/05/2016;11.45.52;0,54
29/05/2016;11.46.52;0,55
29/05/2016;11.47.52;0,43
29/05/2016;11.48.52;0,53
29/05/2016;11.49.52;0,51
29/05/2016;11.50.52;0,53
29/05/2016;11.51.53;0,50
29/05/2016;11.52.52;0,49
29/05/2016;11.53.52;0,65
29/05/2016;11.54.52;0,59
29/05/2016;11.55.52;0,50
29/05/2016;11.56.52;0,45
29/05/2016;11.57.53;0,50
29/05/2016;11.58.52;0,53
29/05/2016;11.59.52;0,56
29/05/2016;12.00.52;0,55
29/05/2016;12.01.52;0,61
29/05/2016;12.02.53;0,51
29/05/2016;12.03.52;0,56
29/05/2016;12.04.52;0,38
29/05/2016;12.05.52;0,33
29/05/2016;12.06.52;0,43
29/05/2016;12.07.53;0,32
29/05/2016;12.08.52;0,31
29/05/2016;12.09.52;0,35
29/05/2016;12.10.52;0,35
29/05/2016;12.11.52;0,36
29/05/2016;12.12.52;0,38
29/05/2016;12.13.53;0,23
29/05/2016;12.14.52;0,33
29/05/2016;12.15.52;0,37
29/05/2016;12.16.52;0,32
29/05/2016;12.17.52;0,28
29/05/2016;12.18.52;0,28
29/05/2016;12.19.52;0,41
29/05/2016;12.20.52;0,40
29/05/2016;12.21.53;0,41
29/05/2016;12.22.52;0,40
29/05/2016;12.23.52;0,45
29/05/2016;12.24.52;0,40
29/05/2016;12.25.52;0,55
29/05/2016;12.26.52;0,37
29/05/2016;12.27.52;0,41
29/05/2016;12.28.52;0,44
29/05/2016;12.29.52;0,36
29/05/2016;12.30.52;0,28
29/05/2016;12.31.53;0,44
29/05/2016;12.32.52;0,33
29/05/2016;12.33.52;0,28
29/05/2016;12.34.52;0,35
29/05/2016;12.35.52;0,44
29/05/2016;12.36.53;0,51
29/05/2016;12.37.52;0,38
29/05/2016;12.38.52;0,47
29/05/2016;12.39.52;0,30
29/05/2016;12.40.52;0,41
29/05/2016;12.41.52;0,42
29/05/2016;12.42.52;0,45
29/05/2016;12.43.52;0,24
29/05/2016;12.44.52;0,44
29/05/2016;12.45.52;0,45
29/05/2016;12.46.52;0,51
29/05/2016;12.47.52;0,48
29/05/2016;12.48.52;0,47
29/05/2016;12.49.53;0,53
29/05/2016;12.50.52;0,47
29/05/2016;12.51.52;0,48
29/05/2016;12.52.52;0,41
29/05/2016;12.53.53;0,47
29/05/2016;12.54.52;0,36
29/05/2016;12.55.52;0,42
29/05/2016;12.56.53;0,39
29/05/2016;12.57.53;0,40
29/05/2016;12.58.52;0,49
29/05/2016;12.59.52;0,48
29/05/2016;13.00.52;0,48
29/05/2016;13.01.53;0,48
29/05/2016;13.02.52;0,54
29/05/2016;13.03.52;0,49
29/05/2016;13.04.52;0,48
29/05/2016;13.05.52;0,52
29/05/2016;13.06.52;0,60
29/05/2016;13.07.52;0,65
29/05/2016;13.08.53;0,49
29/05/2016;13.09.52;0,52
29/05/2016;13.10.52;0,64
29/05/2016;13.11.52;0,59
29/05/2016;13.12.52;0,63
29/05/2016;13.13.52;0,58
29/05/2016;13.14.52;0,51
29/05/2016;13.15.52;0,51
29/05/2016;13.16.52;0,56
29/05/2016;13.17.52;0,59
29/05/2016;13.18.52;0,60
29/05/2016;13.19.52;0,47
29/05/2016;13.20.52;0,48
29/05/2016;13.21.52;0,48
29/05/2016;13.22.52;0,59
29/05/2016;13.23.52;0,57
29/05/2016;13.24.52;0,52
29/05/2016;13.25.52;0,48
29/05/2016;13.26.52;0,50
29/05/2016;13.27.52;0,47
29/05/2016;13.28.52;0,69
29/05/2016;13.29.52;0,63
29/05/2016;13.30.52;0,42
29/05/2016;13.31.52;0,55
29/05/2016;13.32.53;0,61
29/05/2016;13.33.53;0,53
29/05/2016;13.34.52;0,54
29/05/2016;13.35.52;0,49
29/05/2016;13.36.53;0,56
29/05/2016;13.37.52;0,51
29/05/2016;13.38.52;0,50
29/05/2016;13.39.52;0,50
29/05/2016;13.40.52;0,43
29/05/2016;13.41.52;0,41
29/05/2016;13.42.53;0,44
29/05/2016;13.43.52;0,50
29/05/2016;13.44.53;0,44
29/05/2016;13.45.52;0,51
29/05/2016;13.46.53;0,44
29/05/2016;13.47.52;0,44
29/05/2016;13.48.52;0,52
29/05/2016;13.49.53;0,46
29/05/2016;13.50.52;0,40
29/05/2016;13.51.52;0,39
29/05/2016;13.52.52;0,49
29/05/2016;13.53.52;0,48
29/05/2016;13.54.52;0,52
29/05/2016;13.55.52;0,57
29/05/2016;13.56.52;0,54
29/05/2016;13.57.52;0,44
29/05/2016;13.58.53;0,50
29/05/2016;13.59.52;0,53
29/05/2016;14.00.52;0,55
29/05/2016;14.01.52;0,42
29/05/2016;14.02.52;0,52
29/05/2016;14.03.52;0,38
29/05/2016;14.04.52;0,42
29/05/2016;14.05.53;0,49
29/05/2016;14.06.52;0,55
29/05/2016;14.07.52;0,44
29/05/2016;14.08.53;0,43
29/05/2016;14.09.53;0,45
29/05/2016;14.10.52;0,52
29/05/2016;14.11.52;0,31
29/05/2016;14.12.52;0,37
29/05/2016;14.13.53;0,38
29/05/2016;14.14.52;0,46
29/05/2016;14.15.53;0,46
29/05/2016;14.16.52;0,35
29/05/2016;14.17.52;0,42
29/05/2016;14.18.52;0,40
29/05/2016;14.19.52;0,54
29/05/2016;14.20.52;0,39
29/05/2016;14.21.53;0,38
29/05/2016;14.22.52;0,49
29/05/2016;14.23.53;0,34
29/05/2016;14.24.52;0,41
29/05/2016;14.25.52;0,50
29/05/2016;14.26.52;0,38
29/05/2016;14.27.52;0,31
29/05/2016;14.28.52;0,41
29/05/2016;14.29.52;0,37
29/05/2016;14.30.53;0,37
29/05/2016;14.31.52;0,32
29/05/2016;14.32.52;0,37
29/05/2016;14.33.52;0,32
29/05/2016;14.34.52;0,36
29/05/2016;14.35.53;0,45
29/05/2016;14.36.52;0,39
29/05/2016;14.37.53;0,49
29/05/2016;14.38.52;0,39
29/05/2016;14.39.52;0,33
29/05/2016;14.40.52;0,38
29/05/2016;14.41.52;0,49
29/05/2016;14.42.53;0,31
29/05/2016;14.43.52;0,45
29/05/2016;14.44.52;0,41
29/05/2016;14.45.52;0,51
29/05/2016;14.46.52;0,45
29/05/2016;14.47.53;0,44
29/05/2016;14.48.53;0,37
29/05/2016;14.49.52;0,51
29/05/2016;14.50.53;0,48
29/05/2016;14.51.53;0,52
29/05/2016;14.52.52;0,43
29/05/2016;14.53.52;0,50
29/05/2016;14.54.52;0,46
29/05/2016;14.55.52;0,52
29/05/2016;14.56.52;0,49
29/05/2016;14.57.52;0,43
29/05/2016;14.58.52;0,45
29/05/2016;14.59.52;0,54
29/05/2016;15.00.53;0,44
29/05/2016;15.01.52;0,37
29/05/2016;15.02.53;0,47
29/05/2016;15.03.52;0,40
29/05/2016;15.04.53;0,48
29/05/2016;15.05.53;0,50
29/05/2016;15.06.52;0,41
29/05/2016;15.07.53;0,56
29/05/2016;15.08.52;0,34
29/05/2016;15.09.53;0,27
29/05/2016;15.10.52;0,41
29/05/2016;15.11.52;0,43
29/05/2016;15.12.52;0,58
29/05/2016;15.13.53;0,63
29/05/2016;15.14.52;0,66
29/05/2016;15.15.52;0,52
29/05/2016;15.16.52;0,47
29/05/2016;15.17.52;0,48
29/05/2016;15.18.52;0,45
29/05/2016;15.19.53;0,55
29/05/2016;15.20.52;0,51
29/05/2016;15.21.52;0,53
29/05/2016;15.22.52;0,57
29/05/2016;15.23.52;0,56
29/05/2016;15.24.53;0,54
29/05/2016;15.25.52;0,53
29/05/2016;15.26.52;0,44
29/05/2016;15.27.52;0,54
29/05/2016;15.28.53;0,58
29/05/2016;15.29.52;0,69
29/05/2016;15.30.52;0,56
29/05/2016;15.31.52;0,47
29/05/2016;15.32.52;0,40
29/05/2016;15.33.53;0,58
29/05/2016;15.34.52;0,51
29/05/2016;15.35.52;0,46
29/05/2016;15.37.09;0,60
29/05/2016;15.37.52;0,61
29/05/2016;15.38.52;0,48
29/05/2016;15.39.53;0,50
29/05/2016;15.40.52;0,52
29/05/2016;15.41.52;0,54
29/05/2016;15.42.52;0,44
29/05/2016;15.43.52;0,67
29/05/2016;15.44.52;0,50
29/05/2016;15.45.52;0,54
29/05/2016;15.46.52;0,65
29/05/2016;15.47.52;0,66
29/05/2016;15.48.53;0,52
29/05/2016;15.49.52;0,57
29/05/2016;15.50.52;0,61
29/05/2016;15.51.52;0,76
29/05/2016;15.52.53;0,72
29/05/2016;15.53.52;0,54
29/05/2016;15.54.52;0,63
29/05/2016;15.55.53;0,67
29/05/2016;15.56.52;0,64
29/05/2016;15.57.52;0,70
29/05/2016;15.58.53;0,83
29/05/2016;15.59.52;0,77
29/05/2016;16.00.53;0,63
29/05/2016;16.01.52;0,62
29/05/2016;16.02.53;0,67
29/05/2016;16.03.52;0,59
29/05/2016;16.04.52;0,58
29/05/2016;16.05.53;0,66
29/05/2016;16.06.52;0,70
29/05/2016;16.07.52;0,54
29/05/2016;16.08.52;0,55
29/05/2016;16.09.52;0,61
29/05/2016;16.10.52;0,65
29/05/2016;16.11.53;0,61
29/05/2016;16.12.52;0,65
29/05/2016;16.13.52;0,66
29/05/2016;16.14.52;0,65
29/05/2016;16.15.52;0,69
29/05/2016;16.16.52;0,61
29/05/2016;16.17.52;0,66
29/05/2016;16.18.52;0,59
29/05/2016;16.19.52;0,75
29/05/2016;16.20.52;0,70
29/05/2016;16.21.52;0,65
29/05/2016;16.22.52;0,66
29/05/2016;16.23.52;0,58
29/05/2016;16.24.52;0,68
29/05/2016;16.25.52;0,79
29/05/2016;16.26.52;0,74
29/05/2016;16.27.52;0,66
29/05/2016;16.28.52;0,74
29/05/2016;16.29.52;0,62
29/05/2016;16.30.52;0,62
29/05/2016;16.31.52;0,65
29/05/2016;16.32.52;0,78
29/05/2016;16.33.52;0,71
29/05/2016;16.34.52;0,70
29/05/2016;16.35.52;0,63
29/05/2016;16.36.52;0,70
29/05/2016;16.37.52;0,73
29/05/2016;16.38.52;0,67
29/05/2016;16.39.52;0,71
29/05/2016;16.40.52;0,66
29/05/2016;16.41.52;0,64
29/05/2016;16.42.52;0,60
29/05/2016;16.43.53;0,65
29/05/2016;16.44.52;0,76
29/05/2016;16.45.52;0,74
29/05/2016;16.46.53;0,83
29/05/2016;16.47.52;0,79
29/05/2016;16.48.52;0,65
29/05/2016;16.49.52;0,65
29/05/2016;16.50.52;0,82
29/05/2016;16.51.53;0,71
29/05/2016;16.52.52;0,74
29/05/2016;16.53.52;0,73
29/05/2016;16.54.52;0,72
29/05/2016;16.55.52;0,75
29/05/2016;16.56.52;0,78
29/05/2016;16.57.52;0,75
29/05/2016;16.58.52;0,74
29/05/2016;16.59.53;0,77
29/05/2016;17.00.52;0,57
29/05/2016;17.01.52;0,71
29/05/2016;17.02.53;0,81
29/05/2016;17.03.53;0,74
29/05/2016;17.04.52;0,79
29/05/2016;17.05.52;0,86
29/05/2016;17.06.52;0,85
29/05/2016;17.07.52;0,70
29/05/2016;17.08.52;0,70
29/05/2016;17.09.52;0,71
29/05/2016;17.10.52;0,72
29/05/2016;17.11.52;0,72
29/05/2016;17.12.52;0,70
29/05/2016;17.13.52;0,79
29/05/2016;17.14.53;0,81
29/05/2016;17.15.52;0,83
29/05/2016;17.16.52;0,73
29/05/2016;17.17.52;0,81
29/05/2016;17.18.52;0,84
29/05/2016;17.19.52;0,85
29/05/2016;17.20.53;0,81
29/05/2016;17.21.52;0,75
29/05/2016;17.22.53;0,78
29/05/2016;17.23.52;0,63
29/05/2016;17.24.52;0,64
29/05/2016;17.25.52;0,78
29/05/2016;17.26.52;0,65
29/05/2016;17.27.52;0,81
29/05/2016;17.28.52;0,85
29/05/2016;17.29.52;0,87
29/05/2016;17.30.53;0,79
29/05/2016;17.31.52;0,68
29/05/2016;17.32.52;0,75
29/05/2016;17.33.52;0,73
29/05/2016;17.34.52;0,71
29/05/2016;17.35.52;0,55
29/05/2016;17.36.52;0,72
29/05/2016;17.37.52;0,84
29/05/2016;17.38.52;0,79
29/05/2016;17.39.52;0,76
29/05/2016;17.40.53;0,96
29/05/2016;17.41.52;0,81
29/05/2016;17.42.52;0,79
29/05/2016;17.43.53;0,79
29/05/2016;17.44.52;0,83
29/05/2016;17.45.53;0,81
29/05/2016;17.46.52;0,87
29/05/2016;17.47.52;0,82
29/05/2016;17.48.53;0,86
29/05/2016;17.49.52;0,69
29/05/2016;17.50.52;0,86
29/05/2016;17.51.52;0,81
29/05/2016;17.52.52;0,73
29/05/2016;17.53.52;0,83
29/05/2016;17.54.52;0,88
29/05/2016;17.55.52;0,93
29/05/2016;17.56.52;1,03
29/05/2016;17.57.52;0,76
29/05/2016;17.58.52;0,81
29/05/2016;17.59.52;0,82
29/05/2016;18.00.52;0,75
29/05/2016;18.01.52;0,71
29/05/2016;18.02.52;0,77
29/05/2016;18.03.52;0,72
29/05/2016;18.04.52;0,86
29/05/2016;18.05.53;0,76
29/05/2016;18.06.53;0,57
29/05/2016;18.07.52;0,82
29/05/2016;18.08.52;0,79
29/05/2016;18.09.53;0,99
29/05/2016;18.10.52;0,78
29/05/2016;18.11.52;0,77
29/05/2016;18.12.53;0,94
29/05/2016;18.13.52;0,81
29/05/2016;18.14.52;0,81
29/05/2016;18.15.52;0,96
29/05/2016;18.16.52;0,85
29/05/2016;18.17.53;0,90
29/05/2016;18.18.52;0,73
29/05/2016;18.19.52;0,95
29/05/2016;18.20.53;0,78
29/05/2016;18.21.52;0,80
29/05/2016;18.22.53;0,83
29/05/2016;18.23.52;0,92
29/05/2016;18.24.52;0,79
29/05/2016;18.25.52;0,79
29/05/2016;18.26.52;0,75
29/05/2016;18.27.52;0,79
29/05/2016;18.28.52;0,92
29/05/2016;18.29.52;0,94
29/05/2016;18.30.52;0,82
29/05/2016;18.31.53;0,69
29/05/2016;18.32.52;0,93
29/05/2016;18.33.52;0,84
29/05/2016;18.34.52;0,76
29/05/2016;18.35.52;0,73
29/05/2016;18.36.52;0,89
29/05/2016;18.37.53;0,72
29/05/2016;18.38.52;0,95
29/05/2016;18.39.53;0,81
29/05/2016;18.40.52;0,88
29/05/2016;18.41.53;0,80
29/05/2016;18.42.53;0,74
29/05/2016;18.43.52;0,77
29/05/2016;18.44.52;0,86
29/05/2016;18.45.52;0,76
29/05/2016;18.46.52;0,77
29/05/2016;18.47.53;0,84
29/05/2016;18.48.53;0,81
29/05/2016;18.49.53;0,82
29/05/2016;18.50.52;0,85
29/05/2016;18.51.53;0,90
29/05/2016;18.52.52;0,78
29/05/2016;18.53.53;0,84
29/05/2016;18.54.52;0,72
29/05/2016;18.55.53;0,79
29/05/2016;18.56.53;0,76
29/05/2016;18.57.52;0,83
29/05/2016;18.58.52;0,83
29/05/2016;18.59.52;0,71
29/05/2016;19.00.53;0,81
29/05/2016;19.01.52;0,82
29/05/2016;19.02.52;0,76
29/05/2016;19.03.53;0,74
29/05/2016;19.04.53;0,84
29/05/2016;19.05.52;0,84
29/05/2016;19.06.52;0,85
29/05/2016;19.07.53;0,75
29/05/2016;19.08.53;0,86
29/05/2016;19.09.52;0,84
29/05/2016;19.10.53;0,89
29/05/2016;19.11.53;0,87
29/05/2016;19.12.52;0,71
29/05/2016;19.13.52;0,75
29/05/2016;19.14.52;0,83
29/05/2016;19.15.52;0,84
29/05/2016;19.16.52;0,84
29/05/2016;19.17.52;0,78
29/05/2016;19.18.53;0,76
29/05/2016;19.19.52;0,79
29/05/2016;19.20.53;0,88
29/05/2016;19.21.53;0,72
29/05/2016;19.22.52;0,70
29/05/2016;19.23.52;0,70
29/05/2016;19.24.53;0,77
29/05/2016;19.25.52;0,84
29/05/2016;19.26.52;0,87
29/05/2016;19.27.52;0,82
29/05/2016;19.28.52;0,86
29/05/2016;19.29.52;0,74
29/05/2016;19.30.52;0,74
29/05/2016;19.31.53;0,73
29/05/2016;19.32.53;0,81
29/05/2016;19.33.52;0,73
29/05/2016;19.34.52;0,80
29/05/2016;19.35.52;0,61
29/05/2016;19.36.52;0,79
29/05/2016;19.37.52;0,81
29/05/2016;19.38.53;0,79
29/05/2016;19.39.52;0,86
29/05/2016;19.40.52;0,71
29/05/2016;19.41.52;0,84
29/05/2016;19.42.53;0,76
29/05/2016;19.43.52;0,73
29/05/2016;19.44.52;0,69
29/05/2016;19.45.52;0,69
29/05/2016;19.46.52;0,67
29/05/2016;19.47.53;0,75
29/05/2016;19.48.52;0,70
29/05/2016;19.49.52;0,78
29/05/2016;19.50.52;0,80
29/05/2016;19.51.53;0,68
29/05/2016;19.52.52;0,77
29/05/2016;19.53.53;0,83
29/05/2016;19.54.52;0,70
29/05/2016;19.55.53;0,84
29/05/2016;19.56.53;0,73
29/05/2016;19.57.52;0,80
29/05/2016;19.58.52;0,69
29/05/2016;19.59.52;0,75
29/05/2016;20.00.52;0,72
29/05/2016;20.01.52;0,84
29/05/2016;20.02.52;0,79
29/05/2016;20.03.52;0,72
29/05/2016;20.04.52;0,90
29/05/2016;20.05.52;0,81
29/05/2016;20.06.52;0,76
29/05/2016;20.07.53;0,82
29/05/2016;20.08.53;0,90
29/05/2016;20.09.53;0,87
29/05/2016;20.10.52;0,84
29/05/2016;20.11.52;0,83
29/05/2016;20.12.53;0,73
29/05/2016;20.13.52;0,87
29/05/2016;20.14.53;0,61
29/05/2016;20.15.53;0,71
29/05/2016;20.16.52;0,68
29/05/2016;20.17.52;0,71
29/05/2016;20.18.52;0,78
29/05/2016;20.19.52;0,69
29/05/2016;20.20.52;0,82
29/05/2016;20.21.52;0,81
29/05/2016;20.22.52;0,80
29/05/2016;20.23.53;0,74
29/05/2016;20.24.53;0,75
29/05/2016;20.25.52;0,69
29/05/2016;20.26.52;0,63
29/05/2016;20.27.52;0,73
29/05/2016;20.28.52;0,62
29/05/2016;20.29.52;0,64
29/05/2016;20.30.52;0,61
29/05/2016;20.31.52;0,51
29/05/2016;20.32.52;0,60
29/05/2016;20.33.52;0,64
29/05/2016;20.34.52;0,64
29/05/2016;20.35.53;0,77
29/05/2016;20.36.53;0,67
29/05/2016;20.37.53;0,73
29/05/2016;20.38.52;0,69
29/05/2016;20.39.53;0,57
29/05/2016;20.40.52;0,64
29/05/2016;20.41.52;0,51
29/05/2016;20.42.53;0,65
29/05/2016;20.43.53;0,62
29/05/2016;20.44.53;0,64
29/05/2016;20.45.53;0,69
29/05/2016;20.46.52;0,66
29/05/2016;20.47.52;0,76
29/05/2016;20.48.52;0,55
29/05/2016;20.49.52;0,72
29/05/2016;20.50.52;0,55
29/05/2016;20.51.52;0,59
29/05/2016;20.52.52;0,64
29/05/2016;20.53.52;0,63
29/05/2016;20.54.52;0,61
29/05/2016;20.55.53;0,63
29/05/2016;20.56.52;0,64
29/05/2016;20.57.53;0,69
29/05/2016;20.58.52;0,65
29/05/2016;20.59.53;0,69
29/05/2016;21.00.52;0,63
29/05/2016;21.01.52;0,65
29/05/2016;21.02.52;0,76
29/05/2016;21.03.52;0,64
29/05/2016;21.04.52;0,70
29/05/2016;21.05.52;0,52
29/05/2016;21.06.52;0,62
29/05/2016;21.07.52;0,68
29/05/2016;21.08.52;0,69
29/05/2016;21.09.52;0,66
29/05/2016;21.10.52;0,58
29/05/2016;21.11.53;0,65
29/05/2016;21.12.52;0,61
29/05/2016;21.13.53;0,67
29/05/2016;21.14.52;0,60
29/05/2016;21.15.52;0,66
29/05/2016;21.16.52;0,70
29/05/2016;21.17.52;0,66
29/05/2016;21.18.52;0,62
29/05/2016;21.19.52;0,61
29/05/2016;21.20.53;0,65
29/05/2016;21.21.52;0,56
29/05/2016;21.22.52;0,66
29/05/2016;21.23.52;0,72
29/05/2016;21.24.52;0,78
29/05/2016;21.25.52;0,65
29/05/2016;21.26.52;0,70
29/05/2016;21.27.53;0,66
29/05/2016;21.28.52;0,59
29/05/2016;21.29.52;0,67
29/05/2016;21.30.52;0,69
29/05/2016;21.31.52;0,71
29/05/2016;21.32.53;0,70
29/05/2016;21.33.53;0,79
29/05/2016;21.34.52;0,68
29/05/2016;21.35.52;0,71
29/05/2016;21.36.52;0,67
29/05/2016;21.37.52;0,62
29/05/2016;21.38.52;0,62
29/05/2016;21.39.53;0,75
29/05/2016;21.40.52;0,66
29/05/2016;21.41.53;0,66
29/05/2016;21.42.52;0,62
29/05/2016;21.43.53;0,73
29/05/2016;21.44.52;0,65
29/05/2016;21.45.52;0,59
29/05/2016;21.46.53;0,74
29/05/2016;21.47.53;0,67
29/05/2016;21.48.52;0,70
29/05/2016;21.49.52;0,74
29/05/2016;21.50.52;0,74
29/05/2016;21.51.53;0,64
29/05/2016;21.52.52;0,66
29/05/2016;21.53.53;0,64
29/05/2016;21.54.52;0,71
29/05/2016;21.55.53;0,67
29/05/2016;21.56.52;0,77
29/05/2016;21.57.52;0,69
29/05/2016;21.58.53;0,68
29/05/2016;21.59.52;0,72
29/05/2016;22.00.53;0,67
29/05/2016;22.01.53;0,80
29/05/2016;22.02.52;0,63
29/05/2016;22.03.53;0,61
29/05/2016;22.04.53;0,63
29/05/2016;22.05.53;0,69
29/05/2016;22.06.53;0,66
29/05/2016;22.07.53;0,58
29/05/2016;22.08.53;0,70
29/05/2016;22.09.53;0,68
29/05/2016;22.10.53;0,63
29/05/2016;22.11.52;0,72
29/05/2016;22.12.53;0,72
29/05/2016;22.13.53;0,72
29/05/2016;22.14.53;0,68
29/05/2016;22.15.53;0,73
29/05/2016;22.16.53;0,59
29/05/2016;22.17.53;0,71
29/05/2016;22.18.53;0,72
29/05/2016;22.19.53;0,67
29/05/2016;22.20.53;0,66
29/05/2016;22.21.53;0,71
29/05/2016;22.22.52;0,67
29/05/2016;22.23.53;0,70
29/05/2016;22.24.52;0,67
29/05/2016;22.25.53;0,84
29/05/2016;22.26.53;0,68
29/05/2016;22.27.54;0,73
29/05/2016;22.28.53;0,70
29/05/2016;22.29.53;0,82
29/05/2016;22.30.53;0,74
29/05/2016;22.31.53;0,59
29/05/2016;22.32.54;0,74
29/05/2016;22.33.52;0,64
29/05/2016;22.34.52;0,72
29/05/2016;22.35.53;0,63
29/05/2016;22.36.52;0,84
29/05/2016;22.37.53;0,70
29/05/2016;22.38.52;0,67
29/05/2016;22.39.52;0,72
29/05/2016;22.40.52;0,77
29/05/2016;22.41.52;0,77
29/05/2016;22.42.52;0,79
29/05/2016;22.43.53;0,79
